Country;Year;Homicide;Inequality;GDP per capita (constant 2010 US$);Lower secondary completion rate, total (% of relevant age group);Research and development expenditure (% of GDP);School enrollment,  tertiary (% gross);Unemployment, total (% of total labor force) (national estimate);Urban population (% of total population);Unsentenced;Police personel
Albania;2003;5.323896566;;2725.171389;86.46875;;16.65723991;15;44.573;19.1331501;399.42
Albania;2004;4.219147004;0.311;2887.370342;;;19.89043999;14.39999962;45.651;26.84187889;399.16
Albania;2005;4.988969195;0.296;3062.673883;;;23.18983078;14.10000038;46.731;33.6419754;340.14
Albania;2006;3.101513179;;3263.901713;;;26.63714027;13.80000019;47.815;32.93664932;342.8
Albania;2007;3.460785836;;3485.322409;91.59715271;0.08757;30.68712997;15.97000027;48.902;63.26164627;319.71
Albania;2008;3.097230044;0.2998467;3775.581314;91.07324219;0.15412;32.09280014;13.06000042;49.991;39.60536957;319.28
Albania;2009;2.859022604;;3928.450391;89.91284943;;33.38555145;13.67000008;51.076;34.88322067;310.43
Albania;2010;4.307963049;;4094.350334;94.40544128;;44.54925156;14.09000015;52.163;40.47669983;328.02
Albania;2011;4.848731527;;4209.874801;93.75469971;;49.87870026;13.47999954;53.247;39.70809174;331.96
Albania;2012;5.387614869;0.2896048;4276.607904;93.73104858;;59.25201035;13.38000011;54.33;38.02511978;333.84
Albania;2013;4.270284194;;4327.37996;94.05895233;;64.63442993;15.86999989;55.387;39.51580429;326.34
Albania;2014;4.039627015;0.345989;4413.296891;94.38111115;;65.78296661;18.04999924;56.423;51.39743042;332.35
Albania;2015;2.214131417;0.3291291;4524.373086;99.15677643;;62.00762177;17.19000053;57.434;49.23925781;337.01
Albania;2016;2.736947791;0.3370824;4681.826563;;;58.3818512;15.42000008;58.421;;365.73
Albania;2017;2.010977859;0.3317109;4864.310616;88.16436768;;57.3752594;13.61999989;59.383;;369.31
Austria;2003;0.611556834;0.258;43052.6026;103.8198776;2.17456;;4.78000021;59.375;25.94000053;
Austria;2004;0.718040213;0.263;43956.5829;;2.16612;;5.829999924;59.094;24.48399925;329.94
Austria;2005;0.65425552;0.253;44637.85601;;2.37324;;5.630000114;58.813;23.24698639;328.46
Austria;2006;0.73623971;0.262;45951.73464;102.3303299;2.35923;;5.239999771;58.532;23.49805641;321.34
Austria;2007;0.541273226;0.277;47510.29379;101.396553;2.41843;63.0472908;4.860000134;58.249;21.79316521;320.22
Austria;2008;0.695316504;0.275;48053.48236;100.7072983;2.56945;65.88690186;4.130000114;57.966;22.82977676;319.14
Austria;2009;0.609125561;0.283;46123.4911;100.0293732;2.59674;68.11264801;5.300000191;57.683;22.89848518;317.96
Austria;2010;0.689659683;0.274;46858.04327;101.8713226;2.7261;75.6237793;4.820000172;57.399;21.6611824;327.04
Austria;2011;0.887206378;0.276;48065.31654;101.7139816;2.66868;78.49945068;4.559999943;57.115;20.39311981;327.84
Austria;2012;0.929167995;0.27;48172.23812;99.30486298;2.91472;78.93891144;4.869999886;57.147;20.34071541;326.91
Austria;2013;0.724621505;0.276;47901.36613;97.33421326;2.95492;79.65540314;5.329999924;57.336;20.41300011;324.72
Austria;2014;0.522332318;0.272;47842.74891;96.90894318;3.08429;79.15869904;5.619999886;57.526;21.09986305;323.83
Austria;2015;0.530035315;0.272;47789.38502;96.22541046;3.04979;80.71942139;5.71999979;57.715;20.79473877;322.12
Austria;2016;0.651629199;0.279;48215.89053;97.1798172;3.12588;83.45494843;6.010000229;57.905;;330.58
Austria;2017;0.793659612;0.268;49031.10703;97.67305756;3.05212;85.05713654;5.5;58.094;;
Belgium;2003;2.207499375;0.261;40634.59649;;1.83184;59.83446121;7.679999828;97.296;40.95000076;348.57
Belgium;2004;2.557223115;0.28;41903.9924;;1.80898;61.02286911;7.360000134;97.35;39.93999863;353.13
Belgium;2005;2.095405421;0.278;42641.69358;;1.78231;61.08547974;8.43999958;97.403;37.8666687;368.93
Belgium;2006;2.081080399;0.263;43442.5827;89.60427094;1.81426;61.65359116;8.25;97.454;37.92000198;366.92
Belgium;2007;1.972409451;0.275;44710.38425;86.28598785;1.84413;61.20013046;7.460000038;97.505;36.90999985;361.92
Belgium;2008;1.88333282;0.264;44556.82522;83.71250916;1.92413;62.08623886;6.980000019;97.555;35.90000153;357.93
Belgium;2009;1.740342068;0.266;43306.59602;84.16925049;1.98537;65.26769257;7.909999847;97.603;34.88999939;367.63
Belgium;2010;1.727804906;0.263;44141.87814;89.30754852;2.05081;67.82901001;8.289999962;97.651;35.14818573;364.97
Belgium;2011;1.943006357;0.265;44309.63254;92.20603943;2.15533;69.8425293;7.139999866;97.698;33.62831879;343.62
Belgium;2012;1.849286739;0.259;44361.21009;92.55734253;2.27334;71.1920166;7.539999962;97.744;32.10845566;345.91
Belgium;2013;1.837904366;0.259;44355.37731;93.75318146;2.33393;72.11549377;8.430000305;97.789;30.84999847;345.45
Belgium;2014;1.871453429;0.262;44855.9702;93.93034363;2.38729;72.99739838;8.520000458;97.833;29.84000206;337.47
Belgium;2015;2.037574468;0.263;45507.23106;95.04216003;2.46123;74.55976105;8.479999542;97.876;27.46043205;334.55
Belgium;2016;1.532444627;0.261;45850.93303;94.40424347;2.55595;75.89064026;7.829999924;97.919;;331.97
Belgium;2017;1.690054215;0.257;46409.13008;93.55288696;2.70234;79.66172791;7.090000153;97.961;;333.2
Brazil;2003;25.75645397;0.562;8943.828483;;0.99939;23.21698952;9.989999771;82.203;21.60000038;
Brazil;2004;24.11823962;0.554;9346.039343;75.85272217;0.96343;24.49123955;9.109999657;82.521;27.72000122;
Brazil;2005;23.44880162;0.552;9535.41883;;1.00246;25.98962975;9.569999695;82.834;28.25551605;
Brazil;2006;23.96067059;0.548;9805.724506;;0.98807;;8.640000343;83.143;43.3146553;191.19
Brazil;2007;23.47072822;0.543;10293.53034;;1.08138;30.78668976;8.329999924;83.448;43.43832016;158.14
Brazil;2008;23.89465891;0.536;10710.87222;;1.12904;35.56209946;7.340000153;83.749;30.79191971;180.14
Brazil;2009;22.96085537;0.533;10594.98659;71.62493134;1.11866;37.03839874;8.520000458;84.044;42.55008316;171.57
Brazil;2010;22.10985431;;11286.24302;;1.15992;;;84.335;41.87709427;140.8
Brazil;2011;24.34453674;0.526;11627.81065;71.75012207;1.13966;43.45983124;6.920000076;84.631;40.61802673;261.33
Brazil;2012;26.62186809;0.523;11745.77593;;1.12684;;7.190000057;84.923;40.33451462;244.5
Brazil;2013;26.94195361;0.522;11993.48398;;1.19567;;6.980000019;85.209;40.53328323;266.63
Brazil;2014;28.84983225;0.514;11951.20945;;1.27131;;6.659999847;85.492;41.16821289;
Brazil;2015;28.59025632;0.511;11431.15448;;1.34264;;8.430000305;85.77;37.47198105;
Brazil;2016;29.87780701;0.532;10965.97426;;1.26417;;11.60000038;86.042;;
Brazil;2017;30.83136251;0.533;11021.71826;;1.26326;;12.81999969;86.309;;
Bulgaria;2003;3.164919469;0.277;4842.885654;;0.47587;41.62207031;13.72999954;69.879;18.48797989;
Bulgaria;2004;3.150570137;0.358;5193.913461;;0.47449;42.55524063;12.03999996;70.233;18.28718567;
Bulgaria;2005;2.588798387;0.312;5607.527055;;0.44617;45.3680191;10.07999992;70.584;18.18817711;
Bulgaria;2006;2.437419899;0.353;6034.620126;;0.4454;47.15087128;8.949999809;70.932;12.24452877;
Bulgaria;2007;2.336117096;0.359;6477.770277;;0.43024;50.58832932;6.880000114;71.278;9.268815041;
Bulgaria;2008;2.285992554;0.334;6920.388954;;0.44787;51.913311;5.610000134;71.622;8.43962574;449.23
Bulgaria;2009;2.007089307;0.332;6730.058143;;0.4947;54.23545074;6.820000172;71.963;9.882300377;410.85
Bulgaria;2010;1.99326304;0.35;6812.406338;;0.56387;57.79518127;10.27999973;72.302;11.29118252;396.48
Bulgaria;2011;1.734734204;0.336;7017.663646;;0.53191;59.02869034;11.26000023;72.638;11.11785507;397.86
Bulgaria;2012;1.92255066;0.354;7083.598787;;0.60479;61.35998154;12.27000046;72.975;9.765089989;384.06
Bulgaria;2013;1.495180033;0.354;7146.558796;;0.63724;64.19197845;12.93999958;73.313;8.761602402;367.24
Bulgaria;2014;1.573358242;0.37;7322.808629;;0.79377;67.56356049;11.42000008;73.651;8.500635147;388.78
Bulgaria;2015;1.75006344;0.377;7663.722029;;0.96015;70.30153656;9.140000343;73.99;9.300755501;337.26
Bulgaria;2016;1.104594161;0.402;8012.511208;;0.78006;71.2457428;7.570000172;74.329;;425.53
Bulgaria;2017;1.450203395;0.396;8353.968238;46.99010086;0.75239;71.03066254;6.159999847;74.669;;398.47
Chile;2003;3.236664736;0.507;10109.66805;;;43.46953964;9.770000458;86.665;41.94979477;
Chile;2004;;;10726.64485;;;43.93024826;10.15999985;86.725;36.79066849;192.66
Chile;2005;3.559353738;;11225.07995;;;49.36883926;9.340000153;86.783;33.02272797;188.41
Chile;2006;3.607568238;0.483;11808.83477;;;48.23466873;9.020000458;86.842;27.7485199;193.24
Chile;2007;3.72651246;;12256.42969;;0.30957;53.95666885;8.430000305;86.9;22.35391998;192.53
Chile;2008;3.519218494;;12553.79484;;0.37497;56.73126984;9.289999962;86.959;21.3761425;199.67
Chile;2009;3.730860685;0.478;12227.21453;;0.35202;60.91149902;11.31000042;87.017;21.18048286;207.21
Chile;2010;3.17069021;;12808.03459;;0.32947;67.86342621;8.420000076;87.074;19.55177116;213.97
Chile;2011;3.690468564;0.469;13455.83781;94.97573853;0.35144;72.2767868;7.340000153;87.132;17.88697433;237.62
Chile;2012;2.494201413;;14035.67913;95.60127258;0.3622;75.93106842;6.659999847;87.189;19.77577591;269.52
Chile;2013;3.164212799;0.466;14461.17438;92.37722778;0.3887;79.9562912;6.210000038;87.246;21.8133831;273.41
Chile;2014;2.466359393;;14561.32616;96.75611877;0.37503;82.84638214;6.659999847;87.303;24.31686211;278.45
Chile;2015;3.394668123;0.453;14722.36633;95.87487793;0.38073;85.26672363;6.510000229;87.36;27.55589104;283.03
Chile;2016;3.360962052;;14777.14884;95.62890625;0.36949;87.18814087;6.739999771;87.422;;315.51
Chile;2017;4.217550913;0.454;14741.1925;93.81433105;0.35518;88.4644165;6.960000038;87.49;;314.48
Colombia;2003;56.70396437;0.549;5031.49228;;0.15602;;13.22000027;75.211;42.38643265;
Colombia;2004;48.03218599;0.554;5225.245253;70.80351257;0.15353;28.1366291;12.73999977;75.62;42.35666275;291.82
Colombia;2005;42.46650308;0.55;5404.122236;75.85192871;0.15131;30.69215965;11.06000042;76.024;38.52967834;301.05
Colombia;2006;40.4598043;;5693.264528;78.21257019;0.1499;32.69947815;11.28999996;76.423;32.24371338;322.65
Colombia;2007;39.32093805;0.5707;6002.33107;80.22670746;0.18498;33.74993896;10.25;76.816;34.877285;310.13
Colombia;2008;36.47047839;0.572;6126.926503;82.616539;0.20164;36.07695007;10.48999977;77.204;34.37459946;329.61
Colombia;2009;35.34520875;0.557;6128.195589;89.43965149;0.196;37.51898956;11.28999996;77.587;32.33103561;330.08
Colombia;2010;34.18416048;0.56;6336.709474;92.50737;0.19532;39.41331863;10.97999954;77.964;30.69016075;342.31
Colombia;2011;35.31762993;0.549;6711.668052;91.24649811;0.20625;43.03231049;10.10999966;78.335;27.19734001;349.04
Colombia;2012;35.68039662;0.539;6911.761191;88.20768738;0.234;45.30730057;9.739999771;78.701;30.35632706;349.08
Colombia;2013;33.16235475;0.54;7201.006087;74.16750336;0.27128;48.73310852;9.050000191;79.061;30.86843491;373.41
Colombia;2014;28.40888163;0.54;7449.325237;74.94326019;0.30563;51.41638184;8.569999695;79.415;33.52930069;317.24
Colombia;2015;26.89777061;0.524;7580.275713;74.64495087;0.28975;53.28213882;8.300000191;79.764;35.49616241;386.11
Colombia;2016;25.74361732;0.521;7633.389843;74.08377838;0.26694;55.48424911;8.68999958;80.108;;372.39
Colombia;2017;25.01950323;0.511;7620.916172;73.67666626;0.24294;56.43402863;8.869999886;80.446;;367.77
Costa Rica;2003;7.204519251;0.482;6545.736721;;0.36349;;6.559999943;63.08;20;
Costa Rica;2004;6.626974247;0.486;6730.831394;52.01004028;0.37452;26.65769958;6.389999866;64.388;21.95229721;
Costa Rica;2005;7.817050223;0.476;6892.92318;56.16020966;;;6.570000172;65.672;18.1673851;258.98
Costa Rica;2006;8.077468213;0.489;7289.903923;55.815979;0.42906;;5.739999771;66.935;21.60269737;220.6
Costa Rica;2007;8.377555779;0.498;7779.324927;56.41199112;0.35842;;4.489999771;68.174;23.2266674;215.39
Costa Rica;2008;11.4717878;0.491;8034.329922;58.01575851;0.38831;;4.78000021;69.39;25.3130703;230.11
Costa Rica;2009;11.61314555;0.512;7854.952375;54.77516174;0.52028;;7.710000038;70.575;28.39571571;248.55
Costa Rica;2010;11.51315897;0.492;8141.913127;54.11470032;0.48492;;7.170000076;71.736;25.22531128;254.75
Costa Rica;2011;10.23076196;0.503;8390.479071;53.60002136;0.46782;45.81893921;10.14000034;72.868;24.79841995;268.72
Costa Rica;2012;8.681735059;0.504;8689.965168;58.53863144;0.55606;48.1085701;9.779999733;73.946;24.34549141;276.13
Costa Rica;2013;8.667026141;0.512;8785.741385;55.78985977;0.55567;49.0067215;8.770000458;74.97;22.45182037;278.62
Costa Rica;2014;9.947053316;0.505;8993.526002;58.7653389;0.57209;52.23117065;9.06000042;75.941;21.23574448;
Costa Rica;2015;11.48973608;0.496;9219.389701;59.00381088;0.44993;53.05263138;9;76.862;18.09414864;277.54
Costa Rica;2016;11.79751705;0.5;9509.738189;56.51549911;0.42926;53.63869858;8.600000381;77.735;;
Costa Rica;2017;12.18192893;0.496;9775.850878;59.9991684;0.42336;55.74573898;8.140000343;78.56;;
Croatia;2003;1.572144695;0.29;12466.9291;90.11454773;0.95034;40.77352142;13.92000008;53.979;32.5133667;458.49
Croatia;2004;1.893301295;0.29;12981.25442;;1.03207;42.06106949;13.65999985;54.147;30.00990486;441.7
Croatia;2005;1.553197234;0.29;13523.13099;94.94718933;0.85689;44.76409149;12.60000038;54.315;31.70731735;429.12
Croatia;2006;1.693060876;0.28;14195.04031;97.87799072;0.74081;45.585289;11.13000011;54.483;30.21132278;430.66
Croatia;2007;1.421227221;0.28;14917.65129;97.19590759;0.79187;47.18769836;9.909999847;54.651;30.23310089;469.37
Croatia;2008;1.631194317;0.29;15201.91579;98.8781662;0.88397;49.16419983;8.529999733;54.819;28.60160446;455.39
Croatia;2009;1.12870431;0.27;14103.40249;101.1332474;0.84323;48.7858696;9.199999809;54.987;24.78020859;465.42
Croatia;2010;1.432478398;0.312;13949.3265;99.7040863;0.7422;54.02853012;11.61999989;55.155;23.05905151;481.65
Croatia;2011;1.136074348;0.309;13969.80489;102.1384888;0.75041;57.22782135;13.68000031;55.322;17.62391853;490.01
Croatia;2012;1.18718704;0.309;13677.42072;96.78730011;0.75029;60.64714813;15.93000031;55.506;16.17802048;496.72
Croatia;2013;1.075622581;0.302;13654.24544;;0.81016;65.53488922;17.25;55.706;21.46139717;485.08
Croatia;2014;0.845960468;0.304;13663.16545;;0.78252;67.51023102;17.29000092;55.923;21.57852745;483.13
Croatia;2015;0.874110592;0.298;14111.25125;;0.84027;66.4910202;16.18000031;56.155;21.81981468;488.71
Croatia;2016;1.045475574;0.299;14707.23695;93.08521271;0.8627;66.53237915;13.10000038;56.403;;485.46
Croatia;2017;1.099729443;0.297;15396.80108;95.61271667;0.8645;67.86556244;11.21000004;56.667;;489.98
Cyprus;2003;1.409071603;;28530.93496;95.85645294;0.31834;31.9636097;4.139999866;68.553;15.59888554;480.18
Cyprus;2004;1.583515603;0.287;29566.82945;98.73725891;0.33564;35.86368942;4.329999924;68.41;18.28193855;486.53
Cyprus;2005;1.946174648;0.288;30558.42754;99.84481812;0.36727;33.22082138;5.300000191;68.268;16.73306847;498.54
Cyprus;2006;1.434709251;0.298;31469.46186;99.81640625;0.38346;33.41991043;4.539999962;68.125;17.12802887;492.26
Cyprus;2007;1.222139911;0.29;32377.07152;86.62770844;0.40007;36.17380905;3.920000076;67.982;12.61425877;490.51
Cyprus;2008;0.832125211;0.295;32725.63025;99.67532349;0.38601;42.61800003;3.650000095;67.839;18.09815979;495.38
Cyprus;2009;1.730278693;0.301;31216.76455;100.9840012;0.44442;52.00389099;5.360000134;67.695;18.16609001;487.52
Cyprus;2010;0.719025505;0.292;31023.63833;94.71144867;0.44663;48.31158066;6.260000229;67.551;21.85534477;478.71
Cyprus;2011;0.800115928;0.31;30363.51005;92.8713913;0.45554;46.53973007;7.860000134;67.406;21.70417976;472.09
Cyprus;2012;1.938247437;0.324;28873.62583;95.61269379;0.43778;45.86359024;11.80000019;67.261;23.0088501;463.7
Cyprus;2013;1.04907393;0.348;27044.30911;96.59719849;0.48218;47.52524185;15.86999989;67.137;21.15732384;438.72
Cyprus;2014;0.954614999;0.336;26834.01157;100.8515701;0.50835;53.10435104;16.09000015;67.031;18.98496246;431.16
Cyprus;2015;1.292004131;0.321;27897.95817;97.61321259;0.48059;60.10123062;14.90999985;66.946;20.10968971;423.94
Cyprus;2016;1.110931653;0.308;29643.83882;98.34835052;0.53442;67.17111206;12.94999981;66.881;;415.38
Cyprus;2017;0.593378741;0.291;30650.24479;98.94191742;0.56092;75.94081116;11.05000019;66.836;;423.81
Czechia;2003;1.591931972;0.246;16238.12794;91.58660889;1.14741;37.00822067;7.539999962;73.74;18.5;455.28
Czechia;2004;1.308664806;0.26;17014.69462;91.829422;1.14559;43.73418045;8.210000038;73.671;17.82151222;460.37
Czechia;2005;1.052819876;0.253;18112.86754;91.95054626;1.16835;48.34936142;7.929999828;73.602;15.10270882;444.11
Czechia;2006;1.262306395;0.253;19286.25598;99.21669006;1.23173;50.13668823;7.150000095;73.533;12.91312313;444.31
Czechia;2007;1.216505665;0.247;20242.09928;94.09143066;1.30228;54.1823616;5.320000172;73.463;11.92529488;425.68
Czechia;2008;1.093497174;0.251;20614.19769;94.98961639;1.23933;58.06951141;4.389999866;73.394;11.71592999;410.04
Czechia;2009;0.89624915;0.249;19542.46928;94.65381622;1.29438;61.07540894;6.659999847;73.324;11.05111408;416.14
Czechia;2010;0.977552917;0.252;19960.06849;86.63262939;1.33688;63.94588089;7.28000021;73.255;11.1552515;391.23
Czechia;2011;0.813892039;0.249;20269.48743;88.6150589;1.55571;65.57000732;6.710000038;73.185;11.2775135;369.42
Czechia;2012;0.992316447;0.246;20082.25119;92.17099762;1.78231;65.6711731;6.980000019;73.197;9.640522957;362.56
Czechia;2013;0.850137;0.251;20066.37559;96.78569031;1.89973;65.08576965;6.949999809;73.29;13.86602497;366.05
Czechia;2014;0.764792792;0.25;20498.70575;98.05776978;1.97285;65.62409973;6.110000134;73.384;11.71079445;371.86
Czechia;2015;0.830079829;0.251;21560.82623;98.93682861;1.92923;64.48162842;5.050000191;73.477;9.393271446;375.13
Czechia;2016;0.612117977;0.245;22065.46864;96.95422363;1.68015;63.7481308;3.950000048;73.57;;380.9
Czechia;2017;0.620240593;0.24;23144.40872;95.52796173;1.79079;64.07868958;2.890000105;73.675;;
Denmark;2003;1.20661567;0.239;56256.75574;;2.51085;67.50428009;5.400000095;85.36;29.11288071;192.17
Denmark;2004;0.795890392;0.239;57608.73722;;2.41916;74.39499664;5.199999809;85.566;28.90894699;194.02
Denmark;2005;0.977552986;0.237;58792.66044;;2.39337;80.37451172;4.829999924;85.856;25.83518982;195.76
Denmark;2006;0.532667878;0.252;60892.77158;;2.403;79.01963043;3.900000095;86.098;27.92471886;201.34
Denmark;2007;0.712990318;0.251;61174.54161;;2.51541;78.55219269;3.799999952;86.293;28.11810112;197.99
Denmark;2008;0.982223394;0.269;60504.77696;99.21456146;2.77346;75.68209076;3.680000067;86.487;34.27991867;195.34
Denmark;2009;0.850464924;0.269;57229.03987;97.11873627;3.05514;74.28376007;6.409999847;86.654;38.32303238;196.25
Denmark;2010;0.75609616;0.266;58041.39844;97.80104065;2.91707;73.59667206;7.75;86.795;35.72515106;199.53
Denmark;2011;0.823932738;0.265;58575.6078;99.70815277;2.94465;76.75834656;7.769999981;86.957;34.98860168;194.66
Denmark;2012;0.837653935;0.268;58487.79354;96.37104034;2.98125;79.10832214;7.800000191;87.142;28.51919556;192.43
Denmark;2013;0.85134278;0.277;58788.08416;97.55674744;2.97048;80.9310379;7.380000114;87.292;29.96822357;190.63
Denmark;2014;1.306451274;0.274;59437.94732;95.8318634;2.91409;81.02908325;6.929999828;87.41;29.75160408;187.02
